id,customer_id,product_id,date,quantity,unit_price,total_amount
208,73,119,2025-07-09,2,1193.84,2387.67
209,846,133,2024-11-03,3,9.79,29.36
210,638,138,2024-09-23,2,8.26,16.52
211,61,91,2025-01-26,1,41.78,41.78
212,926,74,2025-04-14,1,7.95,7.95
213,406,144,2024-10-01,2,10.1,20.2
214,518,145,2024-09-18,1,199.22,199.22
215,775,8,2024-09-27,2,115.64,231.28
216,156,84,2024-09-30,1,55.72,55.72
217,483,53,2024-09-06,1,29.81,29.81
218,116,61,2024-11-27,1,810.15,810.15
219,428,73,2024-10-20,1,308.82,308.82
220,689,62,2024-10-22,5,185.11,925.56
221,298,48,2024-09-29,2,10.46,20.93
222,336,92,2025-02-07,2,389.46,778.92
223,789,184,2024-11-10,2,66.55,133.09
224,498,49,2024-09-11,1,21.1,21.1
225,673,136,2025-01-10,1,148.23,148.23
226,186,197,2024-10-06,2,379.16,758.33
227,974,154,2024-10-09,2,1288.7,2577.4
228,982,165,2024-10-23,1,957.83,957.83
229,24,85,2025-01-13,1,21.88,21.88
230,579,93,2025-02-28,2,407.61,815.21
231,452,176,2025-03-23,3,751.5,2254.5
232,820,32,2024-11-02,1,48.52,48.52
233,98,83,2024-09-10,1,360.16,360.16
234,724,45,2024-10-13,3,9.54,28.63
235,311,195,2025-02-26,2,447.68,895.36
236,883,62,2024-11-02,1,193.96,193.96
237,814,142,2024-11-13,4,17.31,69.23
238,150,123,2025-01-29,3,238.03,714.09
239,438,118,2024-11-02,1,140.12,140.12
240,262,10,2024-09-11,1,34.99,34.99
241,938,169,2024-10-20,3,182.78,548.34
242,794,100,2024-09-20,2,481.04,962.07
243,661,3,2024-09-24,2,149.51,299.02
244,958,166,2024-09-20,2,131.5,263.0
245,632,136,2024-10-12,2,144.83,289.66
246,540,179,2024-09-13,2,148.5,297.0
247,295,199,2024-10-17,1,277.06,277.06
248,159,150,2025-06-07,4,1100.88,4403.5
249,986,23,2024-11-07,1,1146.94,1146.94
250,571,31,2025-01-30,1,389.67,389.67
251,112,155,2024-10-20,2,391.77,783.54
252,958,113,2024-09-23,2,644.82,1289.65
253,756,70,2025-06-05,1,239.54,239.54
254,813,66,2025-01-03,2,1837.8,3675.59
255,288,178,2024-09-19,2,80.4,160.81
256,777,5,2025-02-02,2,609.98,1219.97
257,954,53,2025-03-04,4,26.83,107.31
258,126,174,2025-04-30,4,693.04,2772.16
259,551,58,2024-09-30,5,164.29,821.45
260,883,145,2024-10-10,5,200.0,999.98
261,901,41,2024-10-29,2,164.58,329.17
262,246,34,2025-01-24,3,426.35,1279.04
263,652,86,2024-09-07,3,26.36,79.09
264,860,78,2024-11-07,2,32.67,65.34
265,420,66,2024-10-22,3,1751.61,5254.83
266,976,95,2024-10-08,1,107.28,107.28
267,772,162,2024-11-23,1,68.96,68.96
268,129,61,2024-11-08,1,786.14,786.14
269,690,102,2024-09-20,3,709.01,2127.04
270,198,32,2024-11-24,3,57.98,173.93
271,204,18,2025-05-06,1,166.21,166.21
272,151,119,2025-02-19,3,1243.32,3729.97
273,240,132,2024-11-25,1,1226.73,1226.73
274,990,47,2024-11-09,1,1243.26,1243.26
275,551,88,2024-11-29,4,142.79,571.17
276,386,10,2024-11-11,1,33.22,33.22
277,792,132,2024-09-22,2,1227.43,2454.86
278,760,135,2025-03-05,2,1635.1,3270.21
279,302,35,2024-11-13,2,13.95,27.89
280,594,198,2024-09-07,1,1707.38,1707.38
281,492,152,2024-11-04,1,72.6,72.6
282,272,43,2025-01-05,2,302.15,604.31
283,422,36,2024-11-30,2,142.97,285.94
284,890,154,2025-01-29,5,1234.52,6172.58
285,765,13,2024-11-03,4,542.38,2169.52
286,488,198,2025-02-05,3,1525.07,4575.22
287,130,1,2024-11-26,5,487.84,2439.19
288,394,116,2024-11-30,1,801.54,801.54
289,828,112,2025-01-24,1,579.08,579.08
290,875,33,2024-09-16,2,1540.6,3081.2
291,94,55,2024-09-05,5,150.35,751.75
292,739,196,2024-11-12,3,28.54,85.61
293,292,119,2024-10-15,1,1109.84,1109.84
294,211,66,2024-10-06,4,1607.82,6431.29
295,589,193,2025-02-09,1,900.97,900.97
296,294,197,2024-10-31,1,391.4,391.4
297,879,101,2024-09-19,1,438.2,438.2
298,734,14,2024-10-01,4,48.99,195.98
299,838,177,2024-09-15,3,317.39,952.16
300,421,157,2024-09-25,2,25.5,51.0
301,287,78,2025-01-20,2,29.33,58.65
302,309,128,2024-11-09,1,1549.72,1549.72
303,895,24,2024-10-18,1,19.97,19.97
304,150,73,2024-12-17,2,272.65,545.3
305,112,115,2024-11-21,2,207.32,414.63
306,716,63,2024-10-08,3,203.45,610.35
307,474,154,2024-09-07,3,1135.38,3406.13
308,99,36,2024-10-25,1,165.39,165.39
309,370,130,2024-11-24,1,212.55,212.55
310,127,124,2024-10-11,3,34.31,102.92
311,986,38,2025-07-19,2,315.99,631.99
312,883,166,2024-09-19,1,138.63,138.63
313,250,39,2024-11-06,3,817.23,2451.69
314,469,133,2024-11-04,3,9.32,27.95
315,424,28,2024-10-23,2,106.68,213.36
316,647,163,2024-10-11,2,89.5,179.0
317,537,144,2025-02-02,2,8.26,16.52
318,295,194,2024-10-05,1,275.9,275.9
319,959,70,2024-12-10,1,237.82,237.82
320,395,130,2025-01-30,2,219.96,439.93
321,422,11,2024-09-12,3,18.1,54.29
322,765,187,2025-02-01,1,36.95,36.95
323,24,18,2025-01-08,4,168.64,674.57
324,706,76,2024-10-08,1,33.89,33.89
325,62,2,2024-09-23,1,86.04,86.04
326,453,124,2024-12-08,1,32.29,32.29
327,351,96,2025-01-17,1,159.17,159.17
328,46,29,2024-09-19,1,40.27,40.27
329,476,149,2025-02-26,3,101.8,305.4
330,298,182,2025-02-10,3,18.58,55.74
331,544,45,2024-11-01,1,11.2,11.2
332,486,70,2025-01-09,2,229.8,459.61
333,675,156,2024-12-20,3,367.51,1102.54
334,662,95,2025-03-18,1,115.74,115.74
335,111,24,2024-10-11,1,23.4,23.4
336,447,185,2024-09-12,5,637.06,3185.29
337,845,185,2024-11-17,1,738.69,738.69
338,51,119,2024-10-07,2,1072.84,2145.68
339,893,61,2024-10-02,1,835.03,835.03
340,754,194,2025-05-23,2,261.49,522.98
341,735,17,2024-11-13,1,649.5,649.5
342,429,123,2024-11-06,5,219.26,1096.29
343,443,137,2024-10-16,4,47.75,190.99
344,158,61,2024-10-31,3,865.77,2597.31
345,474,30,2024-11-20,3,413.82,1241.47
346,100,30,2024-10-01,1,377.48,377.48
347,912,98,2024-11-24,3,27.81,83.43
348,607,196,2024-10-06,2,31.25,62.5
349,853,136,2025-01-03,1,145.52,145.52
350,757,164,2025-06-08,3,581.24,1743.73
351,580,29,2024-11-11,5,43.64,218.21
352,221,48,2025-01-03,1,10.53,10.53
353,626,73,2024-10-08,2,320.65,641.3
354,980,78,2024-09-16,1,27.56,27.56
355,593,68,2025-09-05,2,23.91,47.82
356,791,8,2024-09-29,4,118.08,472.33
357,87,105,2024-10-08,5,202.2,1011.02
358,147,72,2024-11-20,3,25.14,75.43
359,88,27,2024-09-14,4,634.74,2538.96
360,485,127,2025-02-15,2,480.0,960.0
361,240,196,2024-09-24,1,30.73,30.73
362,1,200,2025-01-02,1,254.05,254.05
363,270,1,2024-10-01,1,473.84,473.84
364,353,28,2024-11-04,3,97.14,291.43
365,971,191,2024-11-11,3,1707.08,5121.23
366,998,86,2024-10-18,2,28.98,57.96
367,726,130,2024-10-20,1,223.71,223.71
368,217,84,2024-10-11,2,63.92,127.84
369,616,144,2024-11-27,1,8.75,8.75
370,266,127,2024-09-24,3,523.35,1570.04
371,965,80,2024-11-27,1,431.86,431.86
372,320,42,2025-04-10,1,288.84,288.84
373,722,30,2024-12-31,2,377.11,754.21
374,922,136,2024-10-13,1,148.44,148.44
375,676,164,2025-06-22,1,571.51,571.51
376,475,153,2025-01-11,1,14.15,14.15
377,816,25,2025-03-27,1,17.33,17.33
378,367,71,2025-02-05,2,346.63,693.25
379,767,25,2024-11-09,4,17.45,69.81
380,321,125,2024-10-01,4,77.23,308.93
381,673,175,2025-02-27,1,80.78,80.78
382,415,128,2024-09-30,1,1496.69,1496.69
383,840,8,2025-01-08,2,110.89,221.78
384,924,192,2024-10-21,1,16.36,16.36
385,752,148,2025-01-23,2,18.95,37.89
386,315,124,2024-11-03,2,32.31,64.62
387,721,130,2024-10-17,1,221.87,221.87
388,53,51,2024-12-24,1,190.27,190.27
389,452,76,2024-11-14,1,33.86,33.86
390,135,173,2024-11-29,2,1408.08,2816.16
391,157,13,2024-10-20,2,607.36,1214.73
392,846,111,2025-02-04,4,24.98,99.91
393,653,60,2025-02-14,2,593.6,1187.2
394,12,69,2025-04-01,1,1130.24,1130.24
395,163,38,2024-10-14,1,281.83,281.83
396,393,27,2024-11-28,1,624.31,624.31
397,132,16,2025-01-05,1,214.81,214.81
398,478,95,2024-10-30,2,114.48,228.95
399,25,29,2024-09-10,2,41.33,82.67
400,979,78,2025-04-07,4,26.82,107.29
401,25,24,2025-03-02,1,22.04,22.04
402,571,169,2024-09-11,1,210.56,210.56
403,150,189,2025-03-19,1,238.68,238.68
404,272,123,2024-10-22,1,222.0,222.0
405,508,142,2024-09-13,1,18.19,18.19
406,936,198,2024-09-29,1,1686.93,1686.93
407,953,155,2025-04-07,4,374.73,1498.93
408,699,142,2024-10-27,1,18.06,18.06
409,125,139,2024-10-17,2,410.49,820.97
410,335,32,2024-11-19,1,54.81,54.81
411,709,125,2024-09-21,2,73.39,146.78
412,959,24,2024-09-18,1,20.15,20.15
413,859,138,2024-09-11,2,8.88,17.75
414,141,164,2024-12-30,2,551.83,1103.67
415,23,152,2024-09-21,1,76.62,76.62
416,114,106,2024-11-30,1,289.83,289.83
417,699,60,2024-11-30,3,589.3,1767.89
418,564,100,2025-06-10,1,514.25,514.25
419,155,57,2024-09-20,3,68.53,205.59
420,452,64,2024-10-10,1,95.23,95.23
421,497,58,2024-10-13,3,165.53,496.6
422,48,195,2024-10-28,1,378.05,378.05
423,127,36,2025-09-05,1,141.77,141.77
424,702,33,2024-10-11,1,1351.66,1351.66
425,525,75,2024-09-28,1,676.1,676.1
426,256,134,2025-01-16,3,376.13,1128.38
427,421,106,2024-11-26,1,278.64,278.64
428,620,92,2025-01-12,3,396.3,1188.9
429,130,99,2024-12-08,5,151.64,758.19
430,64,78,2025-01-09,1,29.08,29.08
431,906,185,2025-02-09,2,672.27,1344.54
432,914,57,2024-12-23,1,72.98,72.98
433,616,180,2024-12-27,2,571.57,1143.14
434,449,186,2024-10-31,2,353.81,707.62
435,285,134,2024-09-11,3,372.87,1118.6
436,255,97,2024-09-15,1,1422.08,1422.08
437,394,6,2024-10-23,2,42.22,84.44
438,564,197,2025-01-15,3,365.29,1095.86
439,361,81,2024-12-26,1,157.43,157.43
440,295,107,2025-03-12,1,576.19,576.19
441,979,26,2024-12-15,4,1096.54,4386.15
442,356,79,2024-09-12,1,89.19,89.19
443,805,63,2024-11-08,1,216.91,216.91
444,67,32,2024-09-14,1,47.89,47.89
445,13,160,2024-11-04,1,184.1,184.1
446,298,52,2024-11-08,2,857.53,1715.05
447,16,168,2024-12-05,1,632.47,632.47
448,764,181,2025-01-08,3,1119.67,3359.02
449,690,20,2025-01-11,1,111.41,111.41
450,295,145,2024-09-10,2,199.04,398.07
451,469,87,2024-11-19,5,1063.56,5317.8
452,442,173,2024-11-12,2,1321.36,2642.72
453,416,65,2025-01-16,1,238.66,238.66
454,2,6,2024-10-28,1,41.35,41.35
455,548,13,2024-12-01,3,612.56,1837.67
456,866,92,2024-10-03,1,417.66,417.66
457,324,90,2024-12-24,2,132.17,264.35
458,832,101,2024-12-23,1,513.05,513.05
459,19,152,2024-12-13,2,87.04,174.07
460,927,141,2024-09-09,2,181.25,362.5
461,520,159,2024-09-29,4,29.27,117.08
462,122,59,2024-10-19,2,133.66,267.32
463,822,147,2024-12-13,2,603.36,1206.72
464,173,122,2024-12-13,1,14.95,14.95
465,622,69,2025-07-26,1,1101.3,1101.3
466,743,63,2024-11-05,2,239.14,478.29
467,906,199,2025-01-10,3,268.95,806.86
468,604,78,2025-03-16,3,26.81,80.42
469,538,70,2025-03-27,2,237.49,474.98
470,431,194,2024-10-14,3,286.58,859.75
471,294,107,2024-10-13,1,467.94,467.94
472,770,194,2025-07-25,3,301.14,903.41
473,613,127,2025-05-29,1,551.02,551.02
474,799,91,2024-10-17,1,43.23,43.23
475,660,139,2025-01-14,1,375.53,375.53
476,698,63,2024-10-24,1,249.79,249.79
477,952,142,2025-04-13,2,17.48,34.96
478,833,18,2025-01-27,3,143.22,429.66
479,114,130,2024-10-30,2,205.68,411.36
480,83,118,2025-03-15,2,150.96,301.93
481,108,106,2024-09-10,2,238.43,476.85
482,458,37,2025-02-09,2,1266.83,2533.65
483,190,146,2024-10-13,3,297.71,893.14
484,629,177,2024-10-18,5,349.89,1749.47
485,751,184,2024-09-17,1,69.39,69.39
486,601,134,2024-12-04,1,348.58,348.58
487,53,197,2024-10-07,2,413.35,826.7
488,643,118,2024-11-05,3,144.71,434.13
489,584,184,2025-01-01,1,68.78,68.78
490,615,185,2024-10-22,1,721.02,721.02
491,33,5,2024-12-01,1,711.38,711.38
492,763,65,2024-09-08,4,222.3,889.22
493,11,85,2024-11-25,3,21.26,63.79
494,152,44,2025-05-01,2,170.96,341.91
495,923,64,2024-10-22,3,84.71,254.12
496,953,140,2025-05-22,1,330.34,330.34
497,721,200,2025-04-29,3,257.91,773.73
498,226,89,2024-12-01,1,622.37,622.37
499,805,43,2025-01-03,1,336.19,336.19
500,991,119,2024-09-14,5,1045.67,5228.34
501,371,121,2024-09-25,1,34.67,34.67
502,192,148,2025-02-14,3,18.84,56.53
503,956,42,2024-12-26,2,268.1,536.21
504,417,92,2025-02-14,1,398.99,398.99
505,149,124,2025-05-11,1,34.21,34.21
506,590,146,2024-10-04,1,324.14,324.14
507,70,33,2025-01-25,2,1565.67,3131.33
508,785,135,2024-10-06,3,1583.53,4750.6
509,264,169,2025-01-19,2,208.59,417.18
510,926,2,2025-02-14,3,90.8,272.4
511,840,112,2024-09-11,1,480.52,480.52
512,397,185,2024-10-22,2,690.38,1380.75
513,67,58,2024-12-21,2,150.74,301.49
514,990,191,2025-03-23,2,1649.3,3298.6
515,91,52,2024-09-24,3,819.35,2458.06
516,126,156,2024-11-01,2,387.22,774.44
517,137,138,2024-10-21,1,7.95,7.95
518,902,46,2025-09-05,4,666.59,2666.35
519,781,129,2025-04-16,1,141.35,141.35
520,635,46,2024-12-17,4,667.19,2668.75
521,383,99,2024-09-16,1,141.53,141.53
522,746,184,2024-10-17,2,57.2,114.39
523,96,121,2024-09-27,2,38.18,76.36
524,532,20,2024-09-25,2,106.08,212.17
525,459,78,2024-09-14,2,30.85,61.71
526,335,189,2024-11-15,2,236.35,472.69
527,966,108,2025-09-05,1,344.62,344.62
528,503,173,2024-10-29,2,1345.23,2690.47
529,214,158,2025-01-08,1,170.78,170.78
530,805,174,2024-11-10,3,642.0,1926.0
531,399,49,2025-02-05,1,20.66,20.66
532,264,116,2025-02-01,1,762.24,762.24
533,293,111,2025-06-24,1,28.5,28.5
534,349,50,2024-09-17,1,23.46,23.46
535,182,177,2024-11-06,4,388.61,1554.44
536,563,194,2024-10-23,3,303.13,909.38
537,148,150,2024-11-19,1,1085.47,1085.47
538,910,140,2025-05-21,3,309.88,929.65
539,29,23,2024-09-25,3,996.68,2990.03
540,193,161,2025-09-05,1,267.53,267.53
541,407,182,2025-09-05,1,18.84,18.84
542,694,73,2025-09-05,1,279.46,279.46
543,622,122,2025-04-18,2,15.51,31.02
544,415,60,2025-01-18,1,646.75,646.75
545,896,30,2024-11-05,1,396.74,396.74
546,899,134,2024-11-13,1,389.4,389.4
547,319,123,2025-06-30,2,199.45,398.89
548,313,101,2024-09-11,3,529.31,1587.94
549,896,162,2024-11-10,3,67.59,202.76
550,291,23,2024-11-07,3,1066.43,3199.28
551,932,6,2025-03-02,1,39.89,39.89
552,990,150,2024-10-12,1,1015.4,1015.4
553,662,134,2024-09-22,1,360.03,360.03
554,517,74,2024-11-27,5,7.51,37.55
555,660,12,2024-11-20,1,532.05,532.05
556,792,34,2024-11-03,1,451.3,451.3
557,955,82,2025-02-18,2,577.84,1155.67
558,615,137,2024-11-16,2,50.45,100.9
559,872,90,2024-09-07,1,125.21,125.21
560,45,174,2024-09-22,1,658.14,658.14
561,297,20,2024-09-14,3,98.0,294.0
562,550,18,2025-04-08,1,165.45,165.45
563,701,51,2024-10-31,4,187.85,751.42
564,362,103,2024-11-16,1,29.64,29.64
565,449,56,2025-03-14,2,36.65,73.31
566,545,118,2024-11-18,1,155.3,155.3
567,105,198,2024-11-01,2,1672.68,3345.36
568,850,108,2024-09-07,1,343.09,343.09
569,44,75,2024-11-20,2,733.43,1466.87
570,97,11,2024-09-13,2,17.78,35.56
571,872,86,2024-10-20,1,27.16,27.16
572,679,117,2025-02-13,2,95.04,190.09
573,799,178,2025-03-26,2,72.83,145.65
574,265,6,2025-04-04,1,34.33,34.33
575,438,101,2024-12-29,1,510.41,510.41
576,122,101,2024-10-21,1,537.49,537.49
577,82,178,2024-11-20,2,75.13,150.26
578,137,11,2025-03-01,3,15.32,45.97
579,30,175,2024-11-13,4,70.78,283.12
580,500,85,2025-04-04,2,23.46,46.91
581,852,90,2025-01-04,2,124.58,249.16
582,61,131,2024-10-26,4,83.15,332.61
583,730,134,2024-10-09,1,337.17,337.17
584,122,54,2024-09-07,2,518.62,1037.24
585,722,38,2025-03-25,4,300.58,1202.31
586,489,129,2024-11-19,1,152.09,152.09
587,411,11,2025-02-05,1,17.89,17.89
588,773,156,2025-06-22,2,327.59,655.19
589,565,110,2024-11-10,1,396.56,396.56
590,540,75,2024-11-25,2,630.58,1261.16
591,700,23,2025-01-31,2,1063.96,2127.92
592,648,101,2024-11-10,1,455.69,455.69
593,205,24,2024-10-29,1,22.49,22.49
594,354,81,2025-01-13,5,185.01,925.05
595,85,8,2025-05-24,1,111.78,111.78
596,137,148,2024-11-22,3,18.39,55.16
597,367,198,2024-09-23,1,1744.28,1744.28
